id,lat,lon,name
n0123,31.426000,74.361000,2nd Street & X Lane
n0124,31.426000,74.368000,2nd Street & Y Lane
n0125,31.426000,74.375000,2nd Street & Z Boulevard
n0126,31.426000,74.382000,2nd Street & AA Lane
n0127,31.426000,74.389000,2nd Street & AB Lane
n0128,31.426000,74.396000,2nd Street & AC Lane
n0129,31.426000,74.403000,2nd Street & AD Lane
n0130,31.426000,74.410000,2nd Street & AE Boulevard
n0131,31.426000,74.417000,2nd Street & AF Lane
n0132,31.426000,74.424000,2nd Street & AG Lane
n0133,31.426000,74.431000,2nd Street & AH Lane
n0134,31.426000,74.438000,2nd Street & AI Lane
n0135,31.426000,74.445000,2nd Street & AJ Boulevard
n0136,31.426000,74.452000,2nd Street & AK Lane
n0137,31.426000,74.459000,2nd Street & AL Lane
n0138,31.426000,74.466000,2nd Street & AM Lane
n0139,31.426000,74.473000,2nd Street & AN Lane
n0200,31.432000,74.200000,3rd Street & A Boulevard
n0201,31.432000,74.207000,3rd Street & B Lane
n0202,31.432000,74.214000,3rd Street & C Lane
n0203,31.432000,74.221000,3rd Street & D Lane
n0204,31.432000,74.228000,3rd Street & E Lane
n0205,31.432000,74.235000,3rd Street & F Boulevard
n0206,31.432000,74.242000,3rd Street & G Lane
n0207,31.432000,74.249000,3rd Street & H Lane
n0208,31.432000,74.256000,3rd Street & I Lane
n0209,31.432000,74.263000,3rd Street & J Lane
n0210,31.432000,74.270000,3rd Street & K Boulevard
n0211,31.432000,74.277000,3rd Street & L Lane
n0212,31.432000,74.284000,3rd Street & M Lane
n0213,31.432000,74.291000,3rd Street & N Lane
n0214,31.432000,74.298000,3rd Street & O Lane
n0215,31.432000,74.305000,3rd Street & P Boulevard
n0216,31.432000,74.312000,3rd Street & Q Lane
n0217,31.432000,74.319000,3rd Street & R Lane
n0218,31.432000,74.326000,3rd Street & S Lane
n0219,31.432000,74.333000,3rd Street & T Lane
n0220,31.432000,74.340000,3rd Street & U Boulevard
n0221,31.432000,74.347000,3rd Street & V Lane
n0222,31.432000,74.354000,3rd Street & W Lane
n0223,31.432000,74.361000,3rd Street & X Lane
n0224,31.432000,74.368000,3rd Street & Y Lane
n0225,31.432000,74.375000,3rd Street & Z Boulevard
n0226,31.432000,74.382000,3rd Street & AA Lane
n0227,31.432000,74.389000,3rd Street & AB Lane
n0228,31.432000,74.396000,3rd Street & AC Lane
n0229,31.432000,74.403000,3rd Street & AD Lane
n0230,31.432000,74.410000,3rd Street & AE Boulevard
n0231,31.432000,74.417000,3rd Street & AF Lane
n0232,31.432000,74.424000,3rd Street & AG Lane
n0233,31.432000,74.431000,3rd Street & AH Lane
n0234,31.432000,74.438000,3rd Street & AI Lane
n0235,31.432000,74.445000,3rd Street & AJ Boulevard
n0236,31.432000,74.452000,3rd Street & AK Lane
n0237,31.432000,74.459000,3rd Street & AL Lane
n0238,31.432000,74.466000,3rd Street & AM Lane
n0239,31.432000,74.473000,3rd Street & AN Lane
n0300,31.438000,74.200000,4th Street & A Boulevard
n0301,31.438000,74.207000,4th Street & B Lane
n0302,31.438000,74.214000,4th Street & C Lane
n0303,31.438000,74.221000,4th Street & D Lane
n0304,31.438000,74.228000,4th Street & E Lane
n0305,31.438000,74.235000,4th Street & F Boulevard
n0306,31.438000,74.242000,4th Street & G Lane
n0307,31.438000,74.249000,4th Street & H Lane
n0308,31.438000,74.256000,4th Street & I Lane
n0309,31.438000,74.263000,4th Street & J Lane
n0310,31.438000,74.270000,4th Street & K Boulevard
n0311,31.438000,74.277000,4th Street & L Lane
n0312,31.438000,74.284000,4th Street & M Lane
n0313,31.438000,74.291000,4th Street & N Lane
n0314,31.438000,74.298000,4th Street & O Lane
n0315,31.438000,74.305000,4th Street & P Boulevard
n0316,31.438000,74.312000,4th Street & Q Lane
n0317,31.438000,74.319000,4th Street & R Lane
n0318,31.438000,74.326000,4th Street & S Lane
n0319,31.438000,74.333000,4th Street & T Lane
n0320,31.438000,74.340000,4th Street & U Boulevard
n0321,31.438000,74.347000,4th Street & V Lane
n0322,31.438000,74.354000,4th Street & W Lane
n0323,31.438000,74.361000,4th Street & X Lane
n0324,31.438000,74.368000,4th Street & Y Lane
n0325,31.438000,74.375000,4th Street & Z Boulevard
n0326,31.438000,74.382000,4th Street & AA Lane
n0327,31.438000,74.389000,4th Street & AB Lane
n0328,31.438000,74.396000,4th Street & AC Lane
n0329,31.438000,74.403000,4th Street & AD Lane
n0330,31.438000,74.410000,4th Street & AE Boulevard
n0331,31.438000,74.417000,4th Street & AF Lane
n0332,31.438000,74.424000,4th Street & AG Lane
n0333,31.438000,74.431000,4th Street & AH Lane
n0334,31.438000,74.438000,4th Street & AI Lane
n0335,31.438000,74.445000,4th Street & AJ Boulevard
n0336,31.438000,74.452000,4th Street & AK Lane
n0337,31.438000,74.459000,4th Street & AL Lane
n0338,31.438000,74.466000,4th Street & AM Lane
n0339,31.438000,74.473000,4th Street & AN Lane
n0400,31.444000,74.200000,5th Street & A Boulevard
n0401,31.444000,74.207000,5th Street & B Lane
n0402,31.444000,74.214000,5th Street & C Lane
n0403,31.444000,74.221000,5th Street & D Lane
n0404,31.444000,74.228000,5th Street & E Lane
n0405,31.444000,74.235000,5th Street & F Boulevard
n0406,31.444000,74.242000,5th Street & G Lane
n0407,31.444000,74.249000,5th Street & H Lane
n0408,31.444000,74.256000,5th Street & I Lane
n0409,31.444000,74.263000,5th Street & J Lane
n0410,31.444000,74.270000,5th Street & K Boulevard
n0411,31.444000,74.277000,5th Street & L Lane
n0412,31.444000,74.284000,5th Street & M Lane
n0413,31.444000,74.291000,5th Street & N Lane
n0414,31.444000,74.298000,5th Street & O Lane
n0415,31.444000,74.305000,5th Street & P Boulevard
n0416,31.444000,74.312000,5th Street & Q Lane
n0417,31.444000,74.319000,5th Street & R Lane
n0418,31.444000,74.326000,5th Street & S Lane
n0419,31.444000,74.333000,5th Street & T Lane
n0420,31.444000,74.340000,5th Street & U Boulevard
n0421,31.444000,74.347000,5th Street & V Lane
n0422,31.444000,74.354000,5th Street & W Lane
n0423,31.444000,74.361000,5th Street & X Lane
n0424,31.444000,74.368000,5th Street & Y Lane
n0425,31.444000,74.375000,5th Street & Z Boulevard
n0426,31.444000,74.382000,5th Street & AA Lane
n0427,31.444000,74.389000,5th Street & AB Lane
n0428,31.444000,74.396000,5th Street & AC Lane
n0429,31.444000,74.403000,5th Street & AD Lane
n0430,31.444000,74.410000,5th Street & AE Boulevard
n0431,31.444000,74.417000,5th Street & AF Lane
n0432,31.444000,74.424000,5th Street & AG Lane
n0433,31.444000,74.431000,5th Street & AH Lane
n0434,31.444000,74.438000,5th Street & AI Lane
n0435,31.444000,74.445000,5th Street & AJ Boulevard
n0436,31.444000,74.452000,5th Street & AK Lane
n0437,31.444000,74.459000,5th Street & AL Lane
n0438,31.444000,74.466000,5th Street & AM Lane
n0439,31.444000,74.473000,5th Street & AN Lane
n0500,31.450000,74.200000,6th Avenue & A Boulevard
n0501,31.450000,74.207000,6th Avenue & B Lane
n0502,31.450000,74.214000,6th Avenue & C Lane
n0503,31.450000,74.221000,6th Avenue & D Lane
n0504,31.450000,74.228000,6th Avenue & E Lane
n0505,31.450000,74.235000,6th Avenue & F Boulevard
n0506,31.450000,74.242000,6th Avenue & G Lane
n0507,31.450000,74.249000,6th Avenue & H Lane
n0508,31.450000,74.256000,6th Avenue & I Lane
n0509,31.450000,74.263000,6th Avenue & J Lane
n0510,31.450000,74.270000,6th Avenue & K Boulevard
n0511,31.450000,74.277000,6th Avenue & L Lane
n0512,31.450000,74.284000,6th Avenue & M Lane
n0513,31.450000,74.291000,6th Avenue & N Lane
n0514,31.450000,74.298000,6th Avenue & O Lane
n0515,31.450000,74.305000,6th Avenue & P Boulevard
n0516,31.450000,74.312000,6th Avenue & Q Lane
n0517,31.450000,74.319000,6th Avenue & R Lane
n0518,31.450000,74.326000,6th Avenue & S Lane
n0519,31.450000,74.333000,6th Avenue & T Lane
n0520,31.450000,74.340000,6th Avenue & U Boulevard
n0521,31.450000,74.347000,6th Avenue & V Lane
n0522,31.450000,74.354000,6th Avenue & W Lane
n0523,31.450000,74.361000,6th Avenue & X Lane
n0524,31.450000,74.368000,6th Avenue & Y Lane
n0525,31.450000,74.375000,6th Avenue & Z Boulevard
n0526,31.450000,74.382000,6th Avenue & AA Lane
n0527,31.450000,74.389000,6th Avenue & AB Lane
n0528,31.450000,74.396000,6th Avenue & AC Lane
n0529,31.450000,74.403000,6th Avenue & AD Lane
n0530,31.450000,74.410000,6th Avenue & AE Boulevard
n0531,31.450000,74.417000,6th Avenue & AF Lane
n0532,31.450000,74.424000,6th Avenue & AG Lane
n0533,31.450000,74.431000,6th Avenue & AH Lane
n0534,31.450000,74.438000,6th Avenue & AI Lane
n0535,31.450000,74.445000,6th Avenue & AJ Boulevard
n0536,31.450000,74.452000,6th Avenue & AK Lane
n0537,31.450000,74.459000,6th Avenue & AL Lane
n0538,31.450000,74.466000,6th Avenue & AM Lane
n0539,31.450000,74.473000,6th Avenue & AN Lane
n0600,31.456000,74.200000,7th Street & A Boulevard
n0601,31.456000,74.207000,7th Street & B Lane
n0602,31.456000,74.214000,7th Street & C Lane
n0603,31.456000,74.221000,7th Street & D Lane
n0604,31.456000,74.228000,7th Street & E Lane
n0605,31.456000,74.235000,7th Street & F Boulevard
n0606,31.456000,74.242000,7th Street & G Lane
n0607,31.456000,74.249000,7th Street & H Lane
n0608,31.456000,74.256000,7th Street & I Lane
n0609,31.456000,74.263000,7th Street & J Lane
n0610,31.456000,74.270000,7th Street & K Boulevard
n0611,31.456000,74.277000,7th Street & L Lane
n0612,31.456000,74.284000,7th Street & M Lane
n0613,31.456000,74.291000,7th Street & N Lane
n0614,31.456000,74.298000,7th Street & O Lane
n0615,31.456000,74.305000,7th Street & P Boulevard
n0616,31.456000,74.312000,7th Street & Q Lane
n0617,31.456000,74.319000,7th Street & R Lane
n0618,31.456000,74.326000,7th Street & S Lane
n0619,31.456000,74.333000,7th Street & T Lane
n0620,31.456000,74.340000,7th Street & U Boulevard
n0621,31.456000,74.347000,7th Street & V Lane
n0622,31.456000,74.354000,7th Street & W Lane
n0623,31.456000,74.361000,7th Street & X Lane
n0624,31.456000,74.368000,7th Street & Y Lane
n0625,31.456000,74.375000,7th Street & Z Boulevard
n0626,31.456000,74.382000,7th Street & AA Lane
n0627,31.456000,74.389000,7th Street & AB Lane
n0628,31.456000,74.396000,7th Street & AC Lane
n0629,31.456000,74.403000,7th Street & AD Lane
n0630,31.456000,74.410000,7th Street & AE Boulevard
n0631,31.456000,74.417000,7th Street & AF Lane
n0632,31.456000,74.424000,7th Street & AG Lane
n0633,31.456000,74.431000,7th Street & AH Lane
n0634,31.456000,74.438000,7th Street & AI Lane
n0635,31.456000,74.445000,7th Street & AJ Boulevard
n0636,31.456000,74.452000,7th Street & AK Lane
n0637,31.456000,74.459000,7th Street & AL Lane
n0638,31.456000,74.466000,7th Street & AM Lane
n0639,31.456000,74.473000,7th Street & AN Lane
n0700,31.462000,74.200000,8th Street & A Boulevard
n0701,31.462000,74.207000,8th Street & B Lane
n0702,31.462000,74.214000,8th Street & C Lane
n0703,31.462000,74.221000,8th Street & D Lane
n0704,31.462000,74.228000,8th Street & E Lane
n0705,31.462000,74.235000,8th Street & F Boulevard
n0706,31.462000,74.242000,8th Street & G Lane
n0707,31.462000,74.249000,8th Street & H Lane
n0708,31.462000,74.256000,8th Street & I Lane
n0709,31.462000,74.263000,8th Street & J Lane
n0710,31.462000,74.270000,8th Street & K Boulevard
n0711,31.462000,74.277000,8th Street & L Lane
n0712,31.462000,74.284000,8th Street & M Lane
n0713,31.462000,74.291000,8th Street & N Lane
n0714,31.462000,74.298000,8th Street & O Lane
n0715,31.462000,74.305000,8th Street & P Boulevard
n0716,31.462000,74.312000,8th Street & Q Lane
n0717,31.462000,74.319000,8th Street & R Lane
n0718,31.462000,74.326000,8th Street & S Lane
n0719,31.462000,74.333000,8th Street & T Lane
n0720,31.462000,74.340000,8th Street & U Boulevard
n0721,31.462000,74.347000,8th Street & V Lane
n0722,31.462000,74.354000,8th Street & W Lane
n0723,31.462000,74.361000,8th Street & X Lane
n0724,31.462000,74.368000,8th Street & Y Lane
n0725,31.462000,74.375000,8th Street & Z Boulevard
n0726,31.462000,74.382000,8th Street & AA Lane
n0727,31.462000,74.389000,8th Street & AB Lane
n0728,31.462000,74.396000,8th Street & AC Lane
n0729,31.462000,74.403000,8th Street & AD Lane
n0730,31.462000,74.410000,8th Street & AE Boulevard
n0731,31.462000,74.417000,8th Street & AF Lane
n0732,31.462000,74.424000,8th Street & AG Lane
n0733,31.462000,74.431000,8th Street & AH Lane
n0734,31.462000,74.438000,8th Street & AI Lane
n0735,31.462000,74.445000,8th Street & AJ Boulevard
n0736,31.462000,74.452000,8th Street & AK Lane
n0737,31.462000,74.459000,8th Street & AL Lane
n0738,31.462000,74.466000,8th Street & AM Lane
n0739,31.462000,74.473000,8th Street & AN Lane
n0800,31.468000,74.200000,9th Street & A Boulevard
n0801,31.468000,74.207000,9th Street & B Lane
n0802,31.468000,74.214000,9th Street & C Lane
n0803,31.468000,74.221000,9th Street & D Lane
n0804,31.468000,74.228000,9th Street & E Lane
n0805,31.468000,74.235000,9th Street & F Boulevard
n0806,31.468000,74.242000,9th Street & G Lane
n0807,31.468000,74.249000,9th Street & H Lane
n0808,31.468000,74.256000,9th Street & I Lane
n0809,31.468000,74.263000,9th Street & J Lane
n0810,31.468000,74.270000,9th Street & K Boulevard
n0811,31.468000,74.277000,9th Street & L Lane
n0812,31.468000,74.284000,9th Street & M Lane
n0813,31.468000,74.291000,9th Street & N Lane
n0814,31.468000,74.298000,9th Street & O Lane
n0815,31.468000,74.305000,9th Street & P Boulevard
n0816,31.468000,74.312000,9th Street & Q Lane
n0817,31.468000,74.319000,9th Street & R Lane
n0818,31.468000,74.326000,9th Street & S Lane
n0819,31.468000,74.333000,9th Street & T Lane
n0820,31.468000,74.340000,9th Street & U Boulevard
n0821,31.468000,74.347000,9th Street & V Lane
n0822,31.468000,74.354000,9th Street & W Lane
n0823,31.468000,74.361000,9th Street & X Lane
n0824,31.468000,74.368000,9th Street & Y Lane
n0825,31.468000,74.375000,9th Street & Z Boulevard
n0826,31.468000,74.382000,9th Street & AA Lane
n0827,31.468000,74.389000,9th Street & AB Lane
n0828,31.468000,74.396000,9th Street & AC Lane
n0829,31.468000,74.403000,9th Street & AD Lane
n0830,31.468000,74.410000,9th Street & AE Boulevard
n0831,31.468000,74.417000,9th Street & AF Lane
n0832,31.468000,74.424000,9th Street & AG Lane
n0833,31.468000,74.431000,9th Street & AH Lane
n0834,31.468000,74.438000,9th Street & AI Lane
n0835,31.468000,74.445000,9th Street & AJ Boulevard
n0836,31.468000,74.452000,9th Street & AK Lane
n0837,31.468000,74.459000,9th Street & AL Lane
n0838,31.468000,74.466000,9th Street & AM Lane
n0839,31.468000,74.473000,9th Street & AN Lane
n0900,31.474000,74.200000,10th Street & A Boulevard
n0901,31.474000,74.207000,10th Street & B Lane
n0902,31.474000,74.214000,10th Street & C Lane
n0903,31.474000,74.221000,10th Street & D Lane
n0904,31.474000,74.228000,10th Street & E Lane
n0905,31.474000,74.235000,10th Street & F Boulevard
n0906,31.474000,74.242000,10th Street & G Lane
n0907,31.474000,74.249000,10th Street & H Lane
n0908,31.474000,74.256000,10th Street & I Lane
n0909,31.474000,74.263000,10th Street & J Lane
n0910,31.474000,74.270000,10th Street & K Boulevard
n0911,31.474000,74.277000,10th Street & L Lane
n0912,31.474000,74.284000,10th Street & M Lane
n0913,31.474000,74.291000,10th Street & N Lane
n0914,31.474000,74.298000,10th Street & O Lane
n0915,31.474000,74.305000,10th Street & P Boulevard
n0916,31.474000,74.312000,10th Street & Q Lane
n0917,31.474000,74.319000,10th Street & R Lane
n0918,31.474000,74.326000,10th Street & S Lane
n0919,31.474000,74.333000,10th Street & T Lane
n0920,31.474000,74.340000,10th Street & U Boulevard
n0921,31.474000,74.347000,10th Street & V Lane
n0922,31.474000,74.354000,10th Street & W Lane
n0923,31.474000,74.361000,10th Street & X Lane
n0924,31.474000,74.368000,10th Street & Y Lane
n0925,31.474000,74.375000,10th Street & Z Boulevard
n0926,31.474000,74.382000,10th Street & AA Lane
n0927,31.474000,74.389000,10th Street & AB Lane
n0928,31.474000,74.396000,10th Street & AC Lane
n0929,31.474000,74.403000,10th Street & AD Lane
n0930,31.474000,74.410000,10th Street & AE Boulevard
n0931,31.474000,74.417000,10th Street & AF Lane
n0932,31.474000,74.424000,10th Street & AG Lane
n0933,31.474000,74.431000,10th Street & AH Lane
n0934,31.474000,74.438000,10th Street & AI Lane
n0935,31.474000,74.445000,10th Street & AJ Boulevard
n0936,31.474000,74.452000,10th Street & AK Lane
n0937,31.474000,74.459000,10th Street & AL Lane
n0938,31.474000,74.466000,10th Street & AM Lane
n0939,31.474000,74.473000,10th Street & AN Lane
n1000,31.480000,74.200000,11th Avenue & A Boulevard
n1001,31.480000,74.207000,11th Avenue & B Lane
n1002,31.480000,74.214000,11th Avenue & C Lane
n1003,31.480000,74.221000,11th Avenue & D Lane
n1004,31.480000,74.228000,11th Avenue & E Lane
n1005,31.480000,74.235000,11th Avenue & F Boulevard
n1006,31.480000,74.242000,11th Avenue & G Lane
n1007,31.480000,74.249000,11th Avenue & H Lane
n1008,31.480000,74.256000,11th Avenue & I Lane
n1009,31.480000,74.263000,11th Avenue & J Lane
n1010,31.480000,74.270000,11th Avenue & K Boulevard
n1011,31.480000,74.277000,11th Avenue & L Lane
n1012,31.480000,74.284000,11th Avenue & M Lane
n1013,31.480000,74.291000,11th Avenue & N Lane
n1014,31.480000,74.298000,11th Avenue & O Lane
n1015,31.480000,74.305000,11th Avenue & P Boulevard
n1016,31.480000,74.312000,11th Avenue & Q Lane
n1017,31.480000,74.319000,11th Avenue & R Lane
n1018,31.480000,74.326000,11th Avenue & S Lane
n1019,31.480000,74.333000,11th Avenue & T Lane
n1020,31.480000,74.340000,11th Avenue & U Boulevard
n1021,31.480000,74.347000,11th Avenue & V Lane
n1022,31.480000,74.354000,11th Avenue & W Lane
n1023,31.480000,74.361000,11th Avenue & X Lane
n1024,31.480000,74.368000,11th Avenue & Y Lane
n1025,31.480000,74.375000,11th Avenue & Z Boulevard
n1026,31.480000,74.382000,11th Avenue & AA Lane
n1027,31.480000,74.389000,11th Avenue & AB Lane
n1028,31.480000,74.396000,11th Avenue & AC Lane
n1029,31.480000,74.403000,11th Avenue & AD Lane
n1030,31.480000,74.410000,11th Avenue & AE Boulevard
n1031,31.480000,74.417000,11th Avenue & AF Lane
n1032,31.480000,74.424000,11th Avenue & AG Lane
n1033,31.480000,74.431000,11th Avenue & AH Lane
n1034,31.480000,74.438000,11th Avenue & AI Lane
n1035,31.480000,74.445000,11th Avenue & AJ Boulevard
n1036,31.480000,74.452000,11th Avenue & AK Lane
n1037,31.480000,74.459000,11th Avenue & AL Lane
n1038,31.480000,74.466000,11th Avenue & AM Lane
n1039,31.480000,74.473000,11th Avenue & AN Lane
n1100,31.486000,74.200000,12th Street & A Boulevard
n1101,31.486000,74.207000,12th Street & B Lane
n1102,31.486000,74.214000,12th Street & C Lane
n1103,31.486000,74.221000,12th Street & D Lane
n1104,31.486000,74.228000,12th Street & E Lane
n1105,31.486000,74.235000,12th Street & F Boulevard
n1106,31.486000,74.242000,12th Street & G Lane
n1107,31.486000,74.249000,12th Street & H Lane
n1108,31.486000,74.256000,12th Street & I Lane
n1109,31.486000,74.263000,12th Street & J Lane
n1110,31.486000,74.270000,12th Street & K Boulevard
n1111,31.486000,74.277000,12th Street & L Lane
n1112,31.486000,74.284000,12th Street & M Lane
n1113,31.486000,74.291000,12th Street & N Lane
n1114,31.486000,74.298000,12th Street & O Lane
n1115,31.486000,74.305000,12th Street & P Boulevard
n1116,31.486000,74.312000,12th Street & Q Lane
n1117,31.486000,74.319000,12th Street & R Lane
n1118,31.486000,74.326000,12th Street & S Lane
n1119,31.486000,74.333000,12th Street & T Lane
n1120,31.486000,74.340000,12th Street & U Boulevard
n1121,31.486000,74.347000,12th Street & V Lane
n1122,31.486000,74.354000,12th Street & W Lane
n1123,31.486000,74.361000,12th Street & X Lane
n1124,31.486000,74.368000,12th Street & Y Lane
n1125,31.486000,74.375000,12th Street & Z Boulevard
n1126,31.486000,74.382000,12th Street & AA Lane
n1127,31.486000,74.389000,12th Street & AB Lane
n1128,31.486000,74.396000,12th Street & AC Lane
n1129,31.486000,74.403000,12th Street & AD Lane
n1130,31.486000,74.410000,12th Street & AE Boulevard
n1131,31.486000,74.417000,12th Street & AF Lane
n1132,31.486000,74.424000,12th Street & AG Lane
n1133,31.486000,74.431000,12th Street & AH Lane
n1134,31.486000,74.438000,12th Street & AI Lane
n1135,31.486000,74.445000,12th Street & AJ Boulevard
n1136,31.486000,74.452000,12th Street & AK Lane
n1137,31.486000,74.459000,12th Street & AL Lane
n1138,31.486000,74.466000,12th Street & AM Lane
n1139,31.486000,74.473000,12th Street & AN Lane
n1200,31.492000,74.200000,13th Street & A Boulevard
n1201,31.492000,74.207000,13th Street & B Lane
n1202,31.492000,74.214000,13th Street & C Lane
n1203,31.492000,74.221000,13th Street & D Lane
n1204,31.492000,74.228000,13th Street & E Lane
n1205,31.492000,74.235000,13th Street & F Boulevard
n1206,31.492000,74.242000,13th Street & G Lane
n1207,31.492000,74.249000,13th Street & H Lane
n1208,31.492000,74.256000,13th Street & I Lane
n1209,31.492000,74.263000,13th Street & J Lane
n1210,31.492000,74.270000,13th Street & K Boulevard
n1211,31.492000,74.277000,13th Street & L Lane
n1212,31.492000,74.284000,13th Street & M Lane
n1213,31.492000,74.291000,13th Street & N Lane
n1214,31.492000,74.298000,13th Street & O Lane
n1215,31.492000,74.305000,13th Street & P Boulevard
n1216,31.492000,74.312000,13th Street & Q Lane
n1217,31.492000,74.319000,13th Street & R Lane
n1218,31.492000,74.326000,13th Street & S Lane
n1219,31.492000,74.333000,13th Street & T Lane
n1220,31.492000,74.340000,13th Street & U Boulevard
n1221,31.492000,74.347000,13th Street & V Lane
n1222,31.492000,74.354000,13th Street & W Lane
n1223,31.492000,74.361000,13th Street & X Lane
n1224,31.492000,74.368000,13th Street & Y Lane
n1225,31.492000,74.375000,13th Street & Z Boulevard
n1226,31.492000,74.382000,13th Street & AA Lane
n1227,31.492000,74.389000,13th Street & AB Lane
n1228,31.492000,74.396000,13th Street & AC Lane
n1229,31.492000,74.403000,13th Street & AD Lane
n1230,31.492000,74.410000,13th Street & AE Boulevard
n1231,31.492000,74.417000,13th Street & AF Lane
n1232,31.492000,74.424000,13th Street & AG Lane
n1233,31.492000,74.431000,13th Street & AH Lane
n1234,31.492000,74.438000,13th Street & AI Lane
n1235,31.492000,74.445000,13th Street & AJ Boulevard
n1236,31.492000,74.452000,13th Street & AK Lane
n1237,31.492000,74.459000,13th Street & AL Lane
n1238,31.492000,74.466000,13th Street & AM Lane
n1239,31.492000,74.473000,13th Street & AN Lane
n1300,31.498000,74.200000,14th Street & A Boulevard
n1301,31.498000,74.207000,14th Street & B Lane
n1302,31.498000,74.214000,14th Street & C Lane
n1303,31.498000,74.221000,14th Street & D Lane
n1304,31.498000,74.228000,14th Street & E Lane
n1305,31.498000,74.235000,14th Street & F Boulevard
n1306,31.498000,74.242000,14th Street & G Lane
n1307,31.498000,74.249000,14th Street & H Lane
n1308,31.498000,74.256000,14th Street & I Lane
n1309,31.498000,74.263000,14th Street & J Lane
n1310,31.498000,74.270000,14th Street & K Boulevard
n1311,31.498000,74.277000,14th Street & L Lane
n1312,31.498000,74.284000,14th Street & M Lane
n1313,31.498000,74.291000,14th Street & N Lane
n1314,31.498000,74.298000,14th Street & O Lane
n1315,31.498000,74.305000,14th Street & P Boulevard
n1316,31.498000,74.312000,14th Street & Q Lane
n1317,31.498000,74.319000,14th Street & R Lane
n1318,31.498000,74.326000,14th Street & S Lane
n1319,31.498000,74.333000,14th Street & T Lane
n1320,31.498000,74.340000,14th Street & U Boulevard
n1321,31.498000,74.347000,14th Street & V Lane
n1322,31.498000,74.354000,14th Street & W Lane
n1323,31.498000,74.361000,14th Street & X Lane
n1324,31.498000,74.368000,14th Street & Y Lane
n1325,31.498000,74.375000,14th Street & Z Boulevard
n1326,31.498000,74.382000,14th Street & AA Lane
n1327,31.498000,74.389000,14th Street & AB Lane
n1328,31.498000,74.396000,14th Street & AC Lane
